alias,name,noise_level,url,scraped_at,error
Id2aVe9l5YQlHtlXnGye-Q,Wooly Pig,moderate_noise,https://www.yelp.com/biz/Id2aVe9l5YQlHtlXnGye-Q,2026-04-22T07:28:29.177173+00:00,
IlkvuSkI1LF5y-Q3jpWrWQ,Cafe De Casa,moderate_noise,https://www.yelp.com/biz/IlkvuSkI1LF5y-Q3jpWrWQ,2026-04-22T07:14:54.788645+00:00,
IoTaMS3mnLh5vq4nfW1y_A,Hot Johnnie S Smokehouse,moderate_noise,https://www.yelp.com/biz/IoTaMS3mnLh5vq4nfW1y_A,2026-04-22T07:15:18.767674+00:00,
IxDRIBkKtP-f24sr5zHAhQ,Pink Onion,loud,https://www.yelp.com/biz/IxDRIBkKtP-f24sr5zHAhQ,2026-04-22T07:15:33.678588+00:00,
J6bJ0-xjzxSsHolieTCsXQ,Naadam,,https://www.yelp.com/biz/J6bJ0-xjzxSsHolieTCsXQ,,Failed to fetch
J7_-faNq_Ag9qTOlDn81Pw,Starbelly,moderate_noise,https://www.yelp.com/biz/J7_-faNq_Ag9qTOlDn81Pw,2026-04-22T06:27:37.261151+00:00,
Jdkiq2BN6g_-5Ja_Sevxcg,Wooden Charcoal Korean Village Barbecue House,moderate_noise,https://www.yelp.com/biz/Jdkiq2BN6g_-5Ja_Sevxcg,2026-04-22T07:12:38.892807+00:00,
JhpGrZ4sOHJJCjleU1VAjQ,Falafelland,,https://www.yelp.com/biz/JhpGrZ4sOHJJCjleU1VAjQ,2026-04-22T06:49:43.551091+00:00,
Jpxv-URBpIvcu0mE5B6S3g,Cafe Okawari,,https://www.yelp.com/biz/Jpxv-URBpIvcu0mE5B6S3g,,Failed to fetch
K24TuqugeeJVkaFkS166BA,Yuanbao Jiaozi,moderate_noise,https://www.yelp.com/biz/K24TuqugeeJVkaFkS166BA,2026-04-22T07:31:50.122710+00:00,
KKBBekDW-TQK8tam_6dn7w,La Oaxaque%C3%B1A,moderate_noise,https://www.yelp.com/biz/KKBBekDW-TQK8tam_6dn7w,2026-04-22T06:41:59.061663+00:00,
KRcMsXmeILmC8OXmcXOQgA,Picaro,loud,https://www.yelp.com/biz/KRcMsXmeILmC8OXmcXOQgA,2026-04-22T06:39:05.109880+00:00,
KarMlfJURqPo70kQZ4LzFg,Tarragon Cafe,quiet,https://www.yelp.com/biz/KarMlfJURqPo70kQZ4LzFg,2026-04-22T07:29:23.204614+00:00,
KdH4w6BAc9ckVNZpyd4xWg,Mattina,moderate_noise,https://www.yelp.com/biz/KdH4w6BAc9ckVNZpyd4xWg,2026-04-22T06:34:15.431036+00:00,
KqGOvG1m5jgDL-pKGXEoNQ,The Morris,moderate_noise,https://www.yelp.com/biz/KqGOvG1m5jgDL-pKGXEoNQ,2026-04-22T06:17:27.494553,
L3zFz3_9siDXcISk9MoGbg,Parker Potrero,,https://www.yelp.com/biz/L3zFz3_9siDXcISk9MoGbg,,Failed to fetch
L5vSeC_sa3TUQW_lticqyA,Chapeau,moderate_noise,https://www.yelp.com/biz/L5vSeC_sa3TUQW_lticqyA,2026-04-22T06:48:49.481829+00:00,
L6gUtFFfTfCpiFruJvY1VQ,Ruby S,moderate_noise,https://www.yelp.com/biz/L6gUtFFfTfCpiFruJvY1VQ,2026-04-22T06:41:41.112879+00:00,
LBJKWnUFtrUfZ94WkAQsjg,Alora,moderate_noise,https://www.yelp.com/biz/LBJKWnUFtrUfZ94WkAQsjg,2026-04-22T06:25:58.975772+00:00,
LIAMsumyQbaubYLFynXoZA,Cocina Mam%C3%A1 Cholita,,https://www.yelp.com/biz/LIAMsumyQbaubYLFynXoZA,2026-04-22T06:42:49.384200+00:00,
LXbmCN9z-hJs60PBGT9oYg,Village Tea House,moderate_noise,https://www.yelp.com/biz/LXbmCN9z-hJs60PBGT9oYg,2026-04-22T07:30:18.216575+00:00,
LbpzAvyyR3E9Ao0jrlxRwg,Timur,,https://www.yelp.com/biz/LbpzAvyyR3E9Ao0jrlxRwg,2026-04-22T06:40:08.815664+00:00,
Lc3gCrB8UjvpfbxaOCY4XQ,Se7Enbuds Restaurant,,https://www.yelp.com/biz/Lc3gCrB8UjvpfbxaOCY4XQ,2026-04-22T06:50:28.948024+00:00,
Lfeoq3J4thCtL-ll3zunIQ,Grubstake Diner,,https://www.yelp.com/biz/Lfeoq3J4thCtL-ll3zunIQ,,Failed to fetch
LkOI0Nhqe-R4hspDmlnlBw,Homey Kitchen,,https://www.yelp.com/biz/LkOI0Nhqe-R4hspDmlnlBw,2026-04-22T06:26:57.915411+00:00,
Lp5MEWRevMwksRE295aPzA,Arbor,moderate_noise,https://www.yelp.com/biz/Lp5MEWRevMwksRE295aPzA,2026-04-22T06:27:04.472585+00:00,
M34J1bd4rjtvlLq7FdVcvg,Holyshred,,https://www.yelp.com/biz/M34J1bd4rjtvlLq7FdVcvg,2026-04-22T07:15:41.531816+00:00,
M53h93nLRlBsoXmi19jCBQ,Paprika,moderate_noise,https://www.yelp.com/biz/M53h93nLRlBsoXmi19jCBQ,2026-04-22T07:31:28.805294+00:00,
M8ZWmfOC9LJPV_7S06J5ZA,The Port Of Peri Peri,,https://www.yelp.com/biz/M8ZWmfOC9LJPV_7S06J5ZA,2026-04-22T07:24:31.234465+00:00,
MUsHl4mdVXVvvK_lb4OSYA,Boochmania,,https://www.yelp.com/biz/MUsHl4mdVXVvvK_lb4OSYA,2026-04-22T06:50:26.660053+00:00,
MYl6xxo93hNfy8bR0X9yPw,The Fly Trap,,https://www.yelp.com/biz/MYl6xxo93hNfy8bR0X9yPw,,Failed to fetch
MnGeqFYFTsWjdWSvMyPO0w,Lavash,moderate_noise,https://www.yelp.com/biz/MnGeqFYFTsWjdWSvMyPO0w,2026-04-22T06:49:33.308805+00:00,
Mvfs2Sw152clTqGxejCmzw,King Katsu Land Daly City,moderate_noise,https://www.yelp.com/biz/Mvfs2Sw152clTqGxejCmzw,2026-04-22T07:31:34.567488+00:00,
N3pFchYNlKUD86nLFMjJAw,The Old Clam House,moderate_noise,https://www.yelp.com/biz/N3pFchYNlKUD86nLFMjJAw,2026-04-22T07:13:51.768720+00:00,
NBdAqG4Kdqy0BrCrWa0xUg,Tsunami Panhandle,moderate_noise,https://www.yelp.com/biz/NBdAqG4Kdqy0BrCrWa0xUg,2026-04-22T07:12:05.071071+00:00,
NH1tpRk-TypznNFACTTDuw,Sasa Japanese Restaurant,moderate_noise,https://www.yelp.com/biz/NH1tpRk-TypznNFACTTDuw,2026-04-22T06:48:40.927572+00:00,
NTB7yP3cjw5ptHqb84ENmA,Apna Chulha,,https://www.yelp.com/biz/NTB7yP3cjw5ptHqb84ENmA,2026-04-22T06:50:13.483284+00:00,
O9KPxukP4ePgnD6MSQi8MQ,Paulas Cafe,moderate_noise,https://www.yelp.com/biz/O9KPxukP4ePgnD6MSQi8MQ,2026-04-22T07:16:02.911292+00:00,
OG6-hQDAOPgXbufiNOKAAQ,Donaji,,https://www.yelp.com/biz/OG6-hQDAOPgXbufiNOKAAQ,2026-04-22T07:15:56.284632+00:00,
OIJLlzRNT_n1n1u_lZnNrA,Russ Fam Kitchen Daly City 2,moderate_noise,https://www.yelp.com/biz/OIJLlzRNT_n1n1u_lZnNrA,2026-04-22T07:29:07.649257+00:00,
OOlS_RmdMk1LHtgOQWoHoA,Tanglad,moderate_noise,https://www.yelp.com/biz/OOlS_RmdMk1LHtgOQWoHoA,2026-04-22T07:25:29.432041+00:00,
OVLexCW4wdYDUc_Oc4NfVw,Opa Cafe,moderate_noise,https://www.yelp.com/biz/OVLexCW4wdYDUc_Oc4NfVw,2026-04-22T07:28:35.851524+00:00,
OeTD5HlXMjrmztfu02niQQ,Bursa,,https://www.yelp.com/biz/OeTD5HlXMjrmztfu02niQQ,,Failed to fetch
Oi2nJujUKeUtB09mq8hBDQ,Poached,,https://www.yelp.com/biz/Oi2nJujUKeUtB09mq8hBDQ,2026-04-22T07:13:24.239999+00:00,
OoyK7MyuPtKOQAXmEmyM5g,Little Star Pizza,moderate_noise,https://www.yelp.com/biz/OoyK7MyuPtKOQAXmEmyM5g,2026-04-22T07:11:20.671375+00:00,
OpBTLNaGnGcn8DRsLcEfQQ,Maykadeh,moderate_noise,https://www.yelp.com/biz/OpBTLNaGnGcn8DRsLcEfQQ,2026-04-22T07:12:54.252247+00:00,
P3bTmEqA5yRiiOCD3KoFeg,Okane,moderate_noise,https://www.yelp.com/biz/P3bTmEqA5yRiiOCD3KoFeg,2026-04-22T06:49:00.845692+00:00,
PDhfVvcVXgBinZf5I6s1KQ,The Codmother Fish And Chips,,https://www.yelp.com/biz/PDhfVvcVXgBinZf5I6s1KQ,,Failed to fetch
PFk6k_hEGG0n6_FAJSm9EQ,Woodhouse Fish,,https://www.yelp.com/biz/PFk6k_hEGG0n6_FAJSm9EQ,,Failed to fetch
PH3o6Te6QOA2VC2ZoYz6CQ,Z And Y Peking Duck,moderate_noise,https://www.yelp.com/biz/PH3o6Te6QOA2VC2ZoYz6CQ,2026-04-22T06:49:05.904490+00:00,
PIGioaSFPfnSxZ-o8yNvJA,Sams American Eatery,,https://www.yelp.com/biz/PIGioaSFPfnSxZ-o8yNvJA,,Failed to fetch
PPAbP5rweo5AT_0qEMH3Sg,Indigo,,https://www.yelp.com/biz/PPAbP5rweo5AT_0qEMH3Sg,2026-04-22T06:42:42.226147+00:00,
Pp7aw9Vl_TOtdUyNHrv83Q,Vive La Tarte,,https://www.yelp.com/biz/Pp7aw9Vl_TOtdUyNHrv83Q,,Failed to fetch
PwJehB-8VVgDB8Y4NMXyRA,El Lopo,moderate_noise,https://www.yelp.com/biz/PwJehB-8VVgDB8Y4NMXyRA,2026-04-22T06:48:38.894355+00:00,
QINiEjMRGA7pKfvhPQtfBg,Isa Restaurant,moderate_noise,https://www.yelp.com/biz/QINiEjMRGA7pKfvhPQtfBg,2026-04-22T07:13:09.714568+00:00,
QajaCa7rYHgaQ5TvZD6M-A,54 Mint Cucina Romana,moderate_noise,https://www.yelp.com/biz/QajaCa7rYHgaQ5TvZD6M-A,2026-04-22T06:49:08.549989+00:00,
Qho1it7RMDXgDVOoaUt8kA,Zona Rosa Mexican Grill,,https://www.yelp.com/biz/Qho1it7RMDXgDVOoaUt8kA,2026-04-22T07:14:28.222661+00:00,
QueFVMcMlT-6aZFv2M47mg,Bottega,moderate_noise,https://www.yelp.com/biz/QueFVMcMlT-6aZFv2M47mg,2026-04-22T06:16:04.431926,
R-qjK6woihPwGM2dYrkLjw,Uzbegim,,https://www.yelp.com/biz/R-qjK6woihPwGM2dYrkLjw,2026-04-22T06:37:03.838710+00:00,
R2dAQ9UgOJSnjE--uOkOSQ,R2Daq9Ugojsnje  Uokosq,,https://www.yelp.com/biz/R2dAQ9UgOJSnjE--uOkOSQ,,Failed to fetch
RIQUwLeZGXaYXs95igbL3g,Cote Ouest Bistro,moderate_noise,https://www.yelp.com/biz/RIQUwLeZGXaYXs95igbL3g,2026-04-22T06:17:13.016131,
RLU7Zt-zWfPeBkIpQduhrQ,Frank Grizzly S,,https://www.yelp.com/biz/RLU7Zt-zWfPeBkIpQduhrQ,,Failed to fetch
RNy3_hU1N2qyS5PVc9RaYQ,Perilla,,https://www.yelp.com/biz/RNy3_hU1N2qyS5PVc9RaYQ,,Failed to fetch
ROc853t9IUOUfCld-2Kx8w,Katsuo Kombu,moderate_noise,https://www.yelp.com/biz/ROc853t9IUOUfCld-2Kx8w,2026-04-22T06:38:01.029490+00:00,
RUgAfwdOtDdu1m4COkz7sA,Dash,,https://www.yelp.com/biz/RUgAfwdOtDdu1m4COkz7sA,2026-04-22T07:14:41.425880+00:00,
RXmum3CvLvn63SMLtFe9mw,Dumpling Story,moderate_noise,https://www.yelp.com/biz/RXmum3CvLvn63SMLtFe9mw,2026-04-22T06:49:53.028448+00:00,
RYQBuRLmBs1K1zTOAHPoQQ,Niku Steakhouse,moderate_noise,https://www.yelp.com/biz/RYQBuRLmBs1K1zTOAHPoQQ,2026-04-22T06:48:20.300725+00:00,
RdJ7k2iUY_pmDeOpeDEkrA,Dining Yamamoto,,https://www.yelp.com/biz/RdJ7k2iUY_pmDeOpeDEkrA,2026-04-22T06:49:54.095654+00:00,
ReVmLKOsB1BAp9nQAqPL3Q,Beach Chalet Brewery And Restaurant,,https://www.yelp.com/biz/ReVmLKOsB1BAp9nQAqPL3Q,,Failed to fetch
RjPKqHk,,,https://www.yelp.com/biz/RjPKqHk,,Failed to fetch
RjPKqHk_FiegJVCekbJ4Mw,606,moderate_noise,https://www.yelp.com/biz/RjPKqHk_FiegJVCekbJ4Mw,2026-04-22T07:14:12.198961+00:00,
RmiAHDQ9z-qzvA7gcLsUZQ,Unco Frank S,,https://www.yelp.com/biz/RmiAHDQ9z-qzvA7gcLsUZQ,2026-04-22T07:15:29.041137+00:00,
RuT4DmpymckvsgGzJsHDYw,Mesoresto Daly City,,https://www.yelp.com/biz/RuT4DmpymckvsgGzJsHDYw,2026-04-22T06:50:05.866212+00:00,
RxIFKVvc8iVBPIVpe55Byg,Bon Nene,moderate_noise,https://www.yelp.com/biz/RxIFKVvc8iVBPIVpe55Byg,2026-04-22T06:26:11.572248+00:00,
S4HbBbzHNgqPqKYHkDYivQ,Holy Crepe,,https://www.yelp.com/biz/S4HbBbzHNgqPqKYHkDYivQ,2026-04-22T07:14:42.359251+00:00,
SAFRM460dH7LHqYVAdoWgA,Yank Sing,moderate_noise,https://www.yelp.com/biz/SAFRM460dH7LHqYVAdoWgA,2026-04-22T07:11:05.719678+00:00,
SIlvau33Tsp5IuEEmGf46A,Amarena,moderate_noise,https://www.yelp.com/biz/SIlvau33Tsp5IuEEmGf46A,2026-04-22T07:24:55.829339+00:00,
SO7w-fN6uIBUEzkakrcxoQ,Ushi Taro Ramen,,https://www.yelp.com/biz/SO7w-fN6uIBUEzkakrcxoQ,,Failed to fetch
SelgqeEZgbFXG1cOarpfFw,El Rey Taquiza Artesanal,moderate_noise,https://www.yelp.com/biz/SelgqeEZgbFXG1cOarpfFw,2026-04-22T07:32:08.758747+00:00,
SxHKYiRVnMd9BnTEaEB-FA,Chic N Time,,https://www.yelp.com/biz/SxHKYiRVnMd9BnTEaEB-FA,,Failed to fetch
THpTY0X,,,https://www.yelp.com/biz/THpTY0X,,Failed to fetch
THpTY0X_xwRzUL7wYD6dDg,Sisterita,moderate_noise,https://www.yelp.com/biz/THpTY0X_xwRzUL7wYD6dDg,2026-04-22T06:39:16.053504+00:00,
TJZLyTUqtwgsXS439U641w,New Burma,,https://www.yelp.com/biz/TJZLyTUqtwgsXS439U641w,2026-04-22T06:41:04.387198+00:00,
TQMGv8NrzpXfwes1bhkHKw,Bay Of Burma,,https://www.yelp.com/biz/TQMGv8NrzpXfwes1bhkHKw,2026-04-22T06:41:26.201676+00:00,
TZj0U5_l8_DggVO9-z5wOA,K Dragon,,https://www.yelp.com/biz/TZj0U5_l8_DggVO9-z5wOA,2026-04-22T07:31:35.281947+00:00,
TlBFKt2N2eSEBpN-UZmDBw,Parada 22,moderate_noise,https://www.yelp.com/biz/TlBFKt2N2eSEBpN-UZmDBw,2026-04-22T06:39:07.898319+00:00,
Tz-X63LDt3ucCI-bNN8IWw,Tz X63Ldt3Ucci Bnn8Iww,,https://www.yelp.com/biz/Tz-X63LDt3ucCI-bNN8IWw,2026-04-22T07:31:36.499881+00:00,
U2lbKxfjKbqGPsvsYPAyLA,Beloved Cafe,moderate_noise,https://www.yelp.com/biz/U2lbKxfjKbqGPsvsYPAyLA,2026-04-22T07:30:22.336352+00:00,
UTVDbZv-qiHU06sDkoel3g,Chez Maman,moderate_noise,https://www.yelp.com/biz/UTVDbZv-qiHU06sDkoel3g,2026-04-22T07:23:22.345141+00:00,
UUWJMsu_h_gocMSnOoeSgQ,Bubu,moderate_noise,https://www.yelp.com/biz/UUWJMsu_h_gocMSnOoeSgQ,2026-04-22T07:24:39.604438+00:00,
UYNswbdsQ5OvwnyY9esxCw,Wooden Spoon,,https://www.yelp.com/biz/UYNswbdsQ5OvwnyY9esxCw,,Failed to fetch
UbKrcsBaZoaBkBOajEX08g,Brendas Meat And Three,moderate_noise,https://www.yelp.com/biz/UbKrcsBaZoaBkBOajEX08g,2026-04-22T07:27:55.797669+00:00,
Ucm6J4WfF3ipGwpTuxH05g,Saru Handroll Bar,moderate_noise,https://www.yelp.com/biz/Ucm6J4WfF3ipGwpTuxH05g,2026-04-22T07:13:03.041657+00:00,
UhsuKmVjNf1kH-Zlr0v9xw,Ushi Taro Ramen,,https://www.yelp.com/biz/UhsuKmVjNf1kH-Zlr0v9xw,2026-04-22T07:27:50.134634+00:00,
VPXezwmTETrwitrzj9BZPA,Dumpling Time,,https://www.yelp.com/biz/VPXezwmTETrwitrzj9BZPA,,Failed to fetch
VdxJdMX53XZYNZvZlr96HA,Laotable,loud,https://www.yelp.com/biz/VdxJdMX53XZYNZvZlr96HA,2026-04-22T06:48:45.173145+00:00,
VnczUOCWKersi3PaZjPHQw,Galinette,moderate_noise,https://www.yelp.com/biz/VnczUOCWKersi3PaZjPHQw,2026-04-22T07:14:08.038625+00:00,
Vqq-m8VvLWH2pV5BZZeRoA,Dragoneats,,https://www.yelp.com/biz/Vqq-m8VvLWH2pV5BZZeRoA,,Failed to fetch
VtXe2cPprvvz84_x9zB8kA,Dynasty Dumpling,moderate_noise,https://www.yelp.com/biz/VtXe2cPprvvz84_x9zB8kA,2026-04-22T07:25:22.677496+00:00,
W97siDhQbWIVa0MEpcq9iA,Bistro Central Parc,moderate_noise,https://www.yelp.com/biz/W97siDhQbWIVa0MEpcq9iA,2026-04-22T06:48:37.262873+00:00,
WA4TAxDZT4QaotzCnylXGw,Tadka Indian Restaurant,,https://www.yelp.com/biz/WA4TAxDZT4QaotzCnylXGw,2026-04-22T07:30:25.175664+00:00,
WHEVqPezSbxlzNQFy2NRug,Sofra Grill,,https://www.yelp.com/biz/WHEVqPezSbxlzNQFy2NRug,,Failed to fetch
WOVHQYzSAdyXYOiYDTmujQ,The Bird,moderate_noise,https://www.yelp.com/biz/WOVHQYzSAdyXYOiYDTmujQ,2026-04-22T07:27:44.584810+00:00,
WcSZ4K4ADBAxeWyW-FRfrw,Mediterranean Aroma,,https://www.yelp.com/biz/WcSZ4K4ADBAxeWyW-FRfrw,2026-04-22T07:32:01.414754+00:00,
WpcWACqlAodx5dbe5GJWZA,Omakase,quiet,https://www.yelp.com/biz/WpcWACqlAodx5dbe5GJWZA,2026-04-22T06:46:52.704443+00:00,
XAYwAF_83becwNnSJDFkpA,Dumpling House,moderate_noise,https://www.yelp.com/biz/XAYwAF_83becwNnSJDFkpA,2026-04-22T06:39:56.700499+00:00,
XFUQWh46_gISC4jMHlCNmw,Dabao Singapore,,https://www.yelp.com/biz/XFUQWh46_gISC4jMHlCNmw,2026-04-22T06:27:21.815609+00:00,
XGgIiAxLHKTl64Ltdt73kw,Cantoo Latin Asian Rotisserie,moderate_noise,https://www.yelp.com/biz/XGgIiAxLHKTl64Ltdt73kw,2026-04-22T07:31:54.504776+00:00,
XR4giIOCQ5D-mxtOPUUY_Q,Palette Tea House,moderate_noise,https://www.yelp.com/biz/XR4giIOCQ5D-mxtOPUUY_Q,2026-04-22T07:14:01.515790+00:00,
XZ1_66Wa4tumkbKfTI2dWA,China Live,moderate_noise,https://www.yelp.com/biz/XZ1_66Wa4tumkbKfTI2dWA,2026-04-22T07:12:55.040190+00:00,
XcSaf-QyS-QZkgdvX9uT_g,Xcsaf Qys Qzkgdvx9Ut_G,quiet,https://www.yelp.com/biz/XcSaf-QyS-QZkgdvX9uT_g,2026-04-22T07:15:54.030033+00:00,
XhJ6ZYagcWNHpJ1H1KvNlQ,A Mano,moderate_noise,https://www.yelp.com/biz/XhJ6ZYagcWNHpJ1H1KvNlQ,2026-04-22T06:48:48.149487+00:00,
YQjAeNqo9V8Xw_ECSj7eHQ,Blue Mermaid,moderate_noise,https://www.yelp.com/biz/YQjAeNqo9V8Xw_ECSj7eHQ,2026-04-22T07:12:30.317765+00:00,
YXfnD0aFmXiicGij8sMymg,Taishan Cuisine,,https://www.yelp.com/biz/YXfnD0aFmXiicGij8sMymg,,Failed to fetch
Yh4ih1s2KH07DwsAAnCULA,Taste Of Old Street,,https://www.yelp.com/biz/Yh4ih1s2KH07DwsAAnCULA,,Failed to fetch
YqvoyaNvtoC8N5dA8pD2JA,Delfina,moderate_noise,https://www.yelp.com/biz/YqvoyaNvtoC8N5dA8pD2JA,2026-04-22T06:49:05.784729+00:00,
Z3gYoBTTXniIBOLU_6haMQ,The Pots Hot Pot,moderate_noise,https://www.yelp.com/biz/Z3gYoBTTXniIBOLU_6haMQ,2026-04-22T07:13:35.094997+00:00,
ZGAjGYDFBJV1Z0JO2fanKA,Rocket Sushi,moderate_noise,https://www.yelp.com/biz/ZGAjGYDFBJV1Z0JO2fanKA,2026-04-22T07:15:28.747686+00:00,
ZPsuN4ON2TWD1bhuMjyMQQ,Gai Chicken Rice,,https://www.yelp.com/biz/ZPsuN4ON2TWD1bhuMjyMQQ,,Failed to fetch
ZfDcbuLBx8-CVtTUjFCQPA,Perrys Embarcadero,moderate_noise,https://www.yelp.com/biz/ZfDcbuLBx8-CVtTUjFCQPA,2026-04-22T06:49:16.105837+00:00,
ZfMLpV7p3EvRv3Idpx89sQ,Spruce,moderate_noise,https://www.yelp.com/biz/ZfMLpV7p3EvRv3Idpx89sQ,2026-04-22T06:48:22.063763+00:00,
ZgQ_wSGG3qEUHRhDJqY9DQ,Laughing Monk Brewing,,https://www.yelp.com/biz/ZgQ_wSGG3qEUHRhDJqY9DQ,2026-04-22T06:29:12.878828+00:00,
ZhKAHXF-2DbmmkG7Xu3F9w,Que Viet,,https://www.yelp.com/biz/ZhKAHXF-2DbmmkG7Xu3F9w,,Failed to fetch
ZuxY_NxrnasWNIA4CYbNGQ,Today Food,,https://www.yelp.com/biz/ZuxY_NxrnasWNIA4CYbNGQ,,Failed to fetch
_7_wgKc8XqxVkFZ6OoMdCg,Bay Pocha,,https://www.yelp.com/biz/_7_wgKc8XqxVkFZ6OoMdCg,,Failed to fetch
_9QC9gIGyupdLCzSUr5Mkw,The House Of Hummus,moderate_noise,https://www.yelp.com/biz/_9QC9gIGyupdLCzSUr5Mkw,2026-04-22T07:30:21.526883+00:00,
_BDoTBI2YlyUaWFOXBEF8Q,Sababa,,https://www.yelp.com/biz/_BDoTBI2YlyUaWFOXBEF8Q,,Failed to fetch
_GpFQcVns2ro364TBu7-VA,Sakesan Sushi And Robata,moderate_noise,https://www.yelp.com/biz/_GpFQcVns2ro364TBu7-VA,2026-04-22T07:11:43.123136+00:00,
_L4W57XUxkWdL8BrYeHQVA,Yasijang,,https://www.yelp.com/biz/_L4W57XUxkWdL8BrYeHQVA,2026-04-22T06:50:34.534331+00:00,
_OKjTFCYR4x5LXdbhkjXBQ,Roaming Goat,moderate_noise,https://www.yelp.com/biz/_OKjTFCYR4x5LXdbhkjXBQ,2026-04-22T06:35:48.472363+00:00,
_RkG6ao09nTYczVfLG-Zrw,The Cavalier,moderate_noise,https://www.yelp.com/biz/_RkG6ao09nTYczVfLG-Zrw,2026-04-22T06:49:38.694753+00:00,
_ZysfO74zEDOooCktoEBVw,Quack House,moderate_noise,https://www.yelp.com/biz/_ZysfO74zEDOooCktoEBVw,2026-04-22T07:14:38.006633+00:00,
_hEXqkT82BdX0sTGRRN9Ew,Sofiya,,https://www.yelp.com/biz/_hEXqkT82BdX0sTGRRN9Ew,2026-04-22T06:49:45.053911+00:00,
_y_qSPhH--Ji5hT-YOPCfA,_Y_Qsphh  Ji5Ht Yopcfa,,https://www.yelp.com/biz/_y_qSPhH--Ji5hT-YOPCfA,2026-04-22T06:35:14.232319+00:00,
_znCP80YosgWCZu-xkqk5w,Novy Restaurant,moderate_noise,https://www.yelp.com/biz/_znCP80YosgWCZu-xkqk5w,2026-04-22T06:29:02.004458+00:00,
a-mano-san-francisco-2,A Mano,moderate_noise,https://www.yelp.com/biz/a-mano-san-francisco-2,2026-04-22T06:49:36.131299+00:00,
a16-san-francisco-4,A16,moderate_noise,https://www.yelp.com/biz/a16-san-francisco-4,2026-04-22T07:12:15.021647+00:00,
a2yVatP-H8uBPTrTbEwORw,Waterfall,,https://www.yelp.com/biz/a2yVatP-H8uBPTrTbEwORw,,Failed to fetch
aRQpHYCsgzyCMfMYgtKvog,Georgian Cheese Boat,,https://www.yelp.com/biz/aRQpHYCsgzyCMfMYgtKvog,2026-04-22T07:15:52.790974+00:00,
aVlO_nbVyJThSdOQzWcVqQ,Pho Star,,https://www.yelp.com/biz/aVlO_nbVyJThSdOQzWcVqQ,2026-04-22T07:15:00.928208+00:00,
aaha-indian-cuisine-san-francisco,Aaha Indian Cuisine,,https://www.yelp.com/biz/aaha-indian-cuisine-san-francisco,2026-04-22T07:31:52.906319+00:00,
abac,,,https://www.yelp.com/biz/abac,,Failed to fetch
abrazo-san-francisco-2,Abrazo,moderate_noise,https://www.yelp.com/biz/abrazo-san-francisco-2,2026-04-22T06:31:46.576738+00:00,
absinthe-brasserie-and-bar-san-francisco-2,Absinthe Brasserie And Bar,moderate_noise,https://www.yelp.com/biz/absinthe-brasserie-and-bar-san-francisco-2,2026-04-22T06:48:55.941609+00:00,
abu-salim-middle-eastern-grill-san-francisco-2,Abu Salim Middle Eastern Grill,moderate_noise,https://www.yelp.com/biz/abu-salim-middle-eastern-grill-san-francisco-2,2026-04-22T07:15:16.517774+00:00,
acquerello-san-francisco,Acquerello,quiet,https://www.yelp.com/biz/acquerello-san-francisco,2026-04-22T06:46:23.532101+00:00,
aedan-koji-kitchen-san-francisco,Aedan Koji Kitchen,quiet,https://www.yelp.com/biz/aedan-koji-kitchen-san-francisco,2026-04-22T06:50:24.934026+00:00,
afBjDUDJ29UEz96uZD27mA,Mccormick And Kuletos,moderate_noise,https://www.yelp.com/biz/afBjDUDJ29UEz96uZD27mA,2026-04-22T07:11:15.828956+00:00,
agUov63fwIufCj8t6pCivg,Leleka,moderate_noise,https://www.yelp.com/biz/agUov63fwIufCj8t6pCivg,2026-04-22T06:50:36.096946+00:00,
agq8VUqVQ_Y3dZh6-IjeIg,Mama Jis,,https://www.yelp.com/biz/agq8VUqVQ_Y3dZh6-IjeIg,,Failed to fetch
ah-ma-s-kitchen-san-francisco,Ah Ma S Kitchen,,https://www.yelp.com/biz/ah-ma-s-kitchen-san-francisco,,Failed to fetch
aiso-san-francisco-3,Aiso,,https://www.yelp.com/biz/aiso-san-francisco-3,2026-04-22T06:27:09.036999+00:00,
aji-kiji-san-francisco,Aji Kiji,quiet,https://www.yelp.com/biz/aji-kiji-san-francisco,2026-04-22T06:34:27.068422+00:00,
akari-japanese-bistro-san-francisco,Akari Japanese Bistro,,https://www.yelp.com/biz/akari-japanese-bistro-san-francisco,2026-04-22T06:47:39.275196+00:00,
akikos-san-francisco-3,Akikos,moderate_noise,https://www.yelp.com/biz/akikos-san-francisco-3,2026-04-22T06:46:22.247483+00:00,
al-carajo-san-francisco,Al Carajo,moderate_noise,https://www.yelp.com/biz/al-carajo-san-francisco,2026-04-22T06:31:06.616048+00:00,
al-masri-san-francisco,Al Masri,moderate_noise,https://www.yelp.com/biz/al-masri-san-francisco,2026-04-22T07:11:57.477069+00:00,
alexanders-steakhouse-san-francisco-7,Alexanders Steakhouse,moderate_noise,https://www.yelp.com/biz/alexanders-steakhouse-san-francisco-7,2026-04-22T06:48:23.710847+00:00,
aliment-san-francisco,Aliment,,https://www.yelp.com/biz/aliment-san-francisco,,Failed to fetch
alimentari-aurora-san-francisco,Alimentari Aurora,,https://www.yelp.com/biz/alimentari-aurora-san-francisco,2026-04-22T06:49:45.878587+00:00,
